district,block,clf_id,clf_name,partner_organization,project_title
Tikamgarh,Jatara,8525,Udan Mahila Bahuuddeshiysakh Sahkari Samiti Mariyadit Calaster Levil Fedreshan,SRIJAN,
Tikamgarh,Jatara,46017,Unnati Sankul Stariya Sangathan,SRIJAN,
Tikamgarh,Palera,8529,Kiran Mahila Bahuddeshiy Sakh Sahkari Samiti Maryadit Laron,SRIJAN,
Tikamgarh,Palera,11486,Pragati Mahila Bahuddeshiy Sakh Sahkari Samiti Maryadit Bamhorikala,SRIJAN,
Tikamgarh,Palera,8526,Sangam Mahila Bahuddeshiy Sakh Sahkari Samiti Maryadit Palera,SRIJAN,
Tikamgarh,Tikamgarh,3419,Asha Ki Kiran,RCRC,
Tikamgarh,Tikamgarh,3419,Asha Ki Kiran,SRIJAN,
Tikamgarh,Tikamgarh,45605,Nari Shakti Clastar Level Fedration Anantpura,SRIJAN,
Tikamgarh,Tikamgarh,1260,Pooja,SRIJAN,
Tikamgarh,Tikamgarh,46024,Sadhna Cluster Level Federation Budera,SRIJAN,
Tikamgarh,Tikamgarh,1258,Sharddha,SRIJAN,
Ujjain,Ujjain,,Mahadev Sankul Stariya Sangthan,FWWB,
Ujjain,Ujjain,,Mahadev Sankul Stariya Sangthan,SV Agri,
Ujjain,Ujjain,,Sewa Sankul Stariya Sangthan,FWWB,
Ujjain,Ujjain,,Sewa Sankul Stariya Sangthan,SV Agri,
Ujjain,Ujjain,,Ujjaini Sankul Stariya Sangthan,FWWB,
Ujjain,Ujjain,,Ujjaini Sankul Stariya Sangthan,SV Agri,
Vidisha,Vidisha,,Chand Tara Sankul Istariy Sangthan Devkhajuri,IMAGO Global Grassroots,
